成交日期,成交时间,证券代码,证券名称,操作,成交数量,成交编号,成交均价,成交金额,余额,发生金额,手续费,印花税,其他杂费,本次金额,合同编号,交易市场,定位串,市场代码,
20260601,08:40:34,603993,洛阳钼业,红利税补扣,500,0,0.0000,0.000,0,-28.600,0.000,0.000,0.000,222.840,,上海Ａ股,20260601!5497,2,
20260526,18:36:24,603993,洛阳钼业,红利入账,2600,0,0.0000,743.600,0,743.600,0.000,0.000,0.000,3812.720,,上海Ａ股,20260526!556072,2,
20260323,16:40:05,,,利息归本,0,0,0.0000,0.000,0,3.850,0.000,0.000,0.000,85.100,,,20260323!4002785,,
20260126,13:27:48,,,银行转证券,0,0,0.0000,0.000,0,30000.000,0.000,0.000,0.000,31011.340,,,20260126!47457,,
20260119,08:37:41,601138,XD工业富,红利税补扣,3300,0,0.0000,0.000,0,-217.800,0.000,0.000,0.000,214754.140,,上海Ａ股,20260119!5042,2,
20260115,18:26:55,601138,工业富联,红利入账,3300,0,0.0000,1089.000,0,1089.000,0.000,0.000,0.000,7449.430,,上海Ａ股,20260115!676618,2,
20251222,16:30:18,,,利息归本,0,0,0.0000,0.000,0,3.370,0.000,0.000,0.000,4118.980,,,20251222!3950502,,
20251031,11:20:21,,,银行转证券,0,0,0.0000,0.000,0,3000.000,0.000,0.000,0.000,79138.200,,,20251031!31836,,
20251022,08:37:43,603259,药明康德,红利税补扣,100,0,0.0000,0.000,0,-3.500,0.000,0.000,0.000,155660.670,,上海Ａ股,20251022!3403,2,
20251020,14:27:14,,,银行转证券,0,0,0.0000,0.000,0,400.000,0.000,0.000,0.000,11574.570,,,20251020!38224,,
20251020,14:21:20,,,银行转证券,0,0,0.0000,0.000,0,1000.000,0.000,0.000,0.000,11174.570,,,20251020!37890,,
20251020,14:14:08,,,银行转证券,0,0,0.0000,0.000,0,10000.000,0.000,0.000,0.000,10174.570,,,20251020!37505,,
20251017,14:05:08,,,银行转证券,0,0,0.0000,0.000,0,10000.000,0.000,0.000,0.000,10015.350,,,20251017!37699,,
20251014,14:22:57,,,银行转证券,0,0,0.0000,0.000,0,10000.000,0.000,0.000,0.000,61206.250,,,20251014!42156,,
20251014,11:16:57,,,银行转证券,0,0,0.0000,0.000,0,600.000,0.000,0.000,0.000,51206.250,,,20251014!31873,,
20251013,10:19:06,,,银行转证券,0,0,0.0000,0.000,0,13000.000,0.000,0.000,0.000,14499.490,,,20251013!34529,,
20250925,18:27:40,603259,药明康德,红利入账,100,0,0.0000,35.000,0,35.000,0.000,0.000,0.000,1499.490,,上海Ａ股,20250925!524867,2,
20250922,16:34:48,,,利息归本,0,0,0.0000,0.000,0,2.670,0.000,0.000,0.000,1464.490,,,20250922!3931078,,
20250918,09:33:32,,,银行转证券,0,0,0.0000,0.000,0,20000.000,0.000,0.000,0.000,22592.040,,,20250918!17484,,
20250908,13:23:59,,,银行转证券,0,0,0.0000,0.000,0,20000.000,0.000,0.000,0.000,23919.810,,,20250908!38390,,
20250822,13:28:36,,,银行转证券,0,0,0.0000,0.000,0,10000.000,0.000,0.000,0.000,54107.420,,,20250822!40404,,
20250819,11:27:31,,,银行转证券,0,0,0.0000,0.000,0,37000.000,0.000,0.000,0.000,100859.770,,,20250819!45804,,
