code,name,open_date,close_date,hold_days,qty,buy_price,sell_price,pnl_gross,cost,pnl_net,pnl_pct
002025,航天电器,2026-04-10,2026-04-15,5,400,76.18,78.81,1052.0,24.54,1027.46,3.45
002025,航天电器,2026-04-14,2026-04-15,1,500,78.98,78.81,-85.0,29.43,-114.43,-0.22
002025,航天电器,2026-04-14,2026-04-15,1,500,78.56,78.81,125.0,29.43,95.57,0.32
002025,航天电器,2026-04-21,2026-04-22,1,300,74.4,74.71,93.0,21.21,71.79,0.42
002025,航天电器,2026-04-29,2026-05-07,8,600,68.12,77.36,5544.0,33.78,5510.22,13.56
002025,航天电器,2026-04-30,2026-05-07,7,100,72.0,77.36,536.0,6.05,529.95,7.44
002025,航天电器,2026-04-30,2026-05-13,13,300,72.0,74.33,699.0,17.58,681.42,3.24
002025,航天电器,2026-05-06,2026-05-13,7,400,75.91,74.33,-632.0,23.43,-655.43,-2.08
002025,航天电器,2026-05-11,2026-05-13,2,700,75.82,73.89,-1351.0,38.44,-1389.44,-2.55
002080,中材科技,2026-04-27,2026-04-28,1,900,52.5,52.9,360.0,35.19,324.81,0.76
002081,金 螳 螂,2026-04-30,2026-05-07,7,1800,5.17,6.96,3222.0,16.26,3205.74,34.62
002149,西部材料,2026-03-13,2026-03-17,4,1100,45.55,43.42,-2343.0,35.62,-2378.62,-4.68
002151,北斗星通,2026-03-16,2026-03-17,1,2200,47.97,46.7,-2794.0,76.36,-2870.36,-2.65
002155,湖南黄金,2026-04-15,2026-04-16,1,3300,30.19,29.46,-2409.0,72.24,-2481.24,-2.42
002173,创新医疗,2026-03-13,2026-03-16,3,500,31.56,32.37,405.0,15.59,389.41,2.57
002173,创新医疗,2026-03-13,2026-03-16,3,500,31.56,32.86,650.0,15.72,634.28,4.12
002173,创新医疗,2026-03-16,2026-03-17,1,700,32.28,30.867,-989.1,20.81,-1009.91,-4.38
002190,成飞集成,2026-05-13,2026-05-19,6,3000,34.77,31.48,-9870.0,71.06,-9941.06,-9.46
002202,金风科技,2026-01-09,2026-01-12,3,2200,31.84,34.82,6556.0,55.91,6500.09,9.36
002202,金风科技,2026-01-09,2026-01-12,3,600,31.65,34.82,1902.0,17.95,1884.05,10.02
002263,大东南,2026-04-02,2026-04-03,1,2000,4.62,4.58,-80.0,14.58,-94.58,-0.87
002269,美邦服饰,2026-04-01,2026-04-02,1,16500,1.84,1.79,-825.0,24.77,-849.77,-2.72
002294,信立泰,2026-03-25,2026-03-26,1,1200,56.8,56.09,-852.0,49.91,-901.91,-1.25
002309,中利集团,2026-04-03,2026-04-07,4,2000,4.98,5.06,160.0,11.53,148.47,1.61
002309,中利集团,2026-04-03,2026-04-07,4,4800,5.1,5.06,-192.0,20.67,-212.67,-0.78
002342,巨力索具,2026-04-24,2026-04-27,3,100,19.25,18.21,-104.0,10.91,-114.91,-5.4
002384,东山精密,2026-03-17,2026-03-18,1,400,110.445,109.08,-546.0,32.35,-578.35,-1.24
002384,东山精密,2026-03-17,2026-03-18,1,400,110.445,104.91,-2214.0,31.32,-2245.32,-5.01
002384,东山精密,2026-03-18,2026-03-19,1,300,105.62,107.31,507.0,24.96,482.04,1.6
002384,东山精密,2026-03-18,2026-03-19,1,300,103.63,107.31,1104.0,24.96,1079.04,3.55
002426,胜利精密,2026-03-17,2026-03-18,1,4000,4.5,4.36,-560.0,18.72,-578.72,-3.11
002455,百川股份,2026-04-01,2026-04-02,1,7400,14.481,13.7,-5779.4,75.82,-5855.22,-5.39
002457,青龙管业,2026-06-15,2026-06-16,1,2800,12.95,12.88,-196.0,28.03,-224.03,-0.54
002463,沪电股份,2025-10-31,2025-11-26,26,700,70.99,70.97,-14.0,36.77,-50.77,-0.03
002463,沪电股份,2025-11-14,2025-11-26,12,300,62.06,70.97,2673.0,16.2,2656.8,14.36
002463,沪电股份,2025-11-14,2025-11-26,12,200,62.06,71.41,1870.0,14.14,1855.86,15.07
002463,沪电股份,2026-01-20,2026-01-26,6,600,71.13,71.46,198.0,31.71,166.29,0.46
002465,海格通信,2026-01-26,2026-02-05,10,2600,17.69,17.45,-624.0,33.64,-657.64,-1.36
002491,通鼎互联,2026-06-03,2026-06-04,1,1600,26.19,26.04,-240.0,30.87,-270.87,-0.57
002491,通鼎互联,2026-06-03,2026-06-04,1,700,25.287,26.04,527.1,16.3,510.8,2.98
002553,南方精工,2026-04-21,2026-04-22,1,3300,25.77,25.2,-1881.0,61.76,-1942.76,-2.21
002565,顺灏股份,2026-04-17,2026-04-20,3,3200,18.46,19.81,4320.0,46.39,4273.61,7.31
002570,贝因美,2026-06-05,2026-06-09,4,11400,5.82,5.31,-5814.0,45.49,-5859.49,-8.76
002575,群兴玩具,2026-06-04,2026-06-05,1,8000,5.98,5.84,-1120.0,34.71,-1154.71,-2.34
002575,群兴玩具,2026-06-04,2026-06-05,1,3300,5.96,5.84,-396.0,16.95,-412.95,-2.01
002611,东方精工,2026-05-18,2026-05-19,1,5300,19.58,19.67,477.0,77.08,399.92,0.46
002611,东方精工,2026-05-19,2026-05-22,3,5100,19.98,18.93,-5355.0,72.11,-5427.11,-5.26
002640,跨境通,2026-05-12,2026-05-13,1,500,4.34,4.41,35.0,11.1,23.9,1.61
002716,湖南白银,2026-01-05,2026-01-06,1,5800,7.31,7.96,3770.0,33.71,3736.29,8.89
002716,湖南白银,2026-01-05,2026-01-06,1,5900,7.31,7.99,4012.0,34.4,3977.6,9.3
002792,通宇通讯,2026-02-05,2026-02-09,4,400,51.33,50.6,-292.0,20.12,-312.12,-1.42
002831,裕同科技,2026-03-17,2026-03-18,1,100,35.81,36.2,39.0,11.81,27.19,1.09
002865,钧达股份,2026-06-17,2026-06-18,1,300,69.09,64.58,-1353.0,17.18,-1370.18,-6.53
002865,钧达股份,2026-06-17,2026-06-22,5,600,69.09,60.71,-5028.0,27.56,-5055.56,-12.13
002865,钧达股份,2026-06-18,2026-06-22,4,800,64.841,60.71,-3304.8,36.33,-3341.13,-6.37
002866,传艺科技,2026-04-22,2026-04-23,1,1300,27.47,27.06,-533.0,27.59,-560.59,-1.49
002866,传艺科技,2026-04-23,2026-04-27,4,1100,26.24,25.96,-308.0,22.71,-330.71,-1.07
002866,传艺科技,2026-04-23,2026-04-27,4,600,25.63,25.96,198.0,11.8,186.2,1.29
002866,传艺科技,2026-04-23,2026-04-28,5,300,25.63,27.12,447.0,10.14,436.86,5.81
002866,传艺科技,2026-04-23,2026-04-28,5,500,25.63,26.66,515.0,10.12,504.88,4.02
002866,传艺科技,2026-04-23,2026-04-28,5,1000,25.38,26.66,1280.0,21.67,1258.33,5.04
002866,传艺科技,2026-04-28,2026-04-29,1,800,26.71,26.28,-344.0,20.5,-364.5,-1.61
002873,新天药业,2026-04-08,2026-04-10,2,4300,13.09,10.22,-12341.0,33.99,-12374.99,-21.93
002897,意华股份,2026-05-19,2026-05-22,3,1400,70.656,66.0,-6518.4,69.16,-6587.56,-6.59
002902,铭普光磁,2026-04-08,2026-04-14,6,1300,29.37,30.52,1495.0,29.84,1465.16,3.92
002971,和远气体,2026-01-08,2026-01-09,1,600,33.63,31.76,-1122.0,19.53,-1141.53,-5.56
300383,光环新网,2026-04-01,2026-04-08,7,1500,18.04,17.69,-525.0,22.96,-547.96,-1.94
300383,光环新网,2026-04-01,2026-04-14,13,100,18.04,18.35,31.0,6.23,24.77,1.72
300454,深信服,2026-05-22,2026-05-25,3,800,115.19,115.165,-20.0,68.2,-88.2,-0.02
300670,大烨智能,2026-06-02,2026-06-03,1,2300,6.9,6.833,-154.1,17.85,-171.95,-0.97
300691,联合光电,2026-06-11,2026-06-12,1,1900,17.18,16.05,-2147.0,25.25,-2172.25,-6.58
300723,一品红,2026-06-03,2026-06-04,1,1500,39.47,39.01,-690.0,43.37,-733.37,-1.17
300723,一品红,2026-06-05,2026-06-09,4,1500,39.86,35.18,-7020.0,39.9,-7059.9,-11.74
300723,一品红,2026-06-09,2026-06-10,1,1000,35.37,34.05,-1320.0,26.11,-1346.11,-3.73
300723,一品红,2026-06-09,2026-06-10,1,800,35.17,34.05,-896.0,21.89,-917.89,-3.18
300723,一品红,2026-06-10,2026-06-11,1,400,34.24,33.39,-340.0,13.5,-353.5,-2.48
300723,一品红,2026-06-10,2026-06-11,1,700,34.24,33.39,-595.0,19.87,-614.87,-2.48
300766,每日互动,2026-04-08,2026-04-09,1,1100,38.39,36.05,-2574.0,29.9,-2603.9,-6.1
300851,交大思诺,2026-05-28,2026-06-01,4,600,30.56,27.48,-1848.0,17.53,-1865.53,-10.08
300851,交大思诺,2026-05-28,2026-06-01,4,100,30.4,27.48,-292.0,2.54,-294.54,-9.61
300851,交大思诺,2026-05-28,2026-06-03,6,1000,30.4,26.914,-3486.0,21.24,-3507.24,-11.47
300851,交大思诺,2026-05-29,2026-06-03,5,500,30.33,26.914,-1708.0,13.35,-1721.35,-11.26
300851,交大思诺,2026-06-01,2026-06-03,2,800,27.501,26.914,-469.6,18.36,-487.96,-2.13
300851,交大思诺,2026-06-03,2026-06-04,1,100,27.02,26.2,-82.0,11.31,-93.31,-3.03
301038,深水规院,2026-05-29,2026-06-01,3,100,20.24,18.8,-144.0,10.94,-154.94,-7.11
301278,快可电子,2026-04-22,2026-04-23,1,300,40.35,40.93,174.0,12.59,161.41,1.44
301278,快可电子,2026-04-22,2026-04-23,1,1800,40.35,40.9,990.0,54.37,935.63,1.36
301308,江波龙,2026-03-17,2026-03-23,6,100,334.0,321.12,-1288.0,26.06,-1314.06,-3.86
301396,宏景科技,2026-04-28,2026-04-30,2,300,317.8,316.0,-540.0,70.22,-610.22,-0.57
301458,钧崴电子,2026-05-14,2026-05-15,1,2400,44.36,42.601,-4221.6,76.17,-4297.77,-3.97
600026,中远海能,2026-03-19,2026-03-25,6,2400,23.62,25.14,3648.0,45.38,3602.62,6.44
600026,中远海能,2026-03-26,2026-03-31,5,2500,23.87,22.07,-4500.0,42.51,-4542.51,-7.54
600108,亚盛集团,2026-03-04,2026-03-05,1,24700,4.75,4.95,4940.0,92.27,4847.73,4.21
600111,北方稀土,2025-11-27,2025-12-19,22,500,45.0,45.04,20.0,19.5,0.5,0.09
600111,北方稀土,2025-11-27,2025-12-24,27,400,45.0,45.33,132.0,16.65,115.35,0.73
600143,金发科技,2026-06-09,2026-06-10,1,1900,16.51,16.34,-323.0,24.88,-347.88,-1.03
600143,金发科技,2026-06-09,2026-06-10,1,3200,16.6,16.34,-832.0,39.84,-871.84,-1.57
600151,航天机电,2025-12-19,2025-12-24,5,200,18.72,15.69,-606.0,11.64,-617.64,-16.19
600151,航天机电,2026-04-23,2026-04-28,5,4900,15.29,13.881,-6904.1,52.59,-6956.69,-9.22
600227,赤天化,2026-03-03,2026-03-04,1,11000,3.34,3.38,440.0,29.32,410.68,1.2
600256,广汇能源,2026-03-02,2026-03-03,1,8600,6.4,7.05,5590.0,45.36,5544.64,10.16
600259,中稀有色,2026-06-04,2026-06-05,1,300,94.79,95.55,228.0,23.65,204.35,0.8
600259,中稀有色,2026-06-04,2026-06-05,1,100,95.2,95.55,35.0,11.22,23.78,0.37
600313,农发种业,2026-03-16,2026-03-17,1,2500,9.04,9.32,700.0,22.11,677.89,3.1
600339,中油工程,2026-04-02,2026-04-03,1,10300,4.46,4.6,1442.0,35.82,1406.18,3.14
600339,中油工程,2026-04-02,2026-04-03,1,10400,4.46,4.64,1872.0,36.43,1835.57,4.04
600376,首开股份,2026-03-23,2026-03-24,1,4800,5.86,5.62,-1152.0,24.04,-1176.04,-4.1
600552,凯盛科技,2026-04-07,2026-04-08,1,800,12.23,12.69,368.0,11.7,356.3,3.76
600552,凯盛科技,2026-04-07,2026-04-08,1,2000,12.01,12.69,1360.0,21.76,1338.24,5.66
600552,凯盛科技,2026-04-16,2026-04-20,4,7100,13.71,15.31,11360.0,81.18,11278.82,11.67
600580,卧龙电驱,2026-05-15,2026-05-18,3,2600,40.85,40.73,-312.0,80.53,-392.53,-0.29
600584,长电科技,2026-01-22,2026-01-29,7,500,50.04,49.106,-467.0,22.78,-489.78,-1.87
600666,奥瑞德,2026-03-27,2026-03-30,3,500,6.07,6.08,5.0,11.58,-6.58,0.16
600693,东百集团,2026-01-12,2026-01-13,1,7500,19.75,20.15,3000.0,114.47,2885.53,2.03
600722,金牛化工,2026-03-05,2026-03-10,5,4000,13.15,12.49,-2640.0,38.31,-2678.31,-5.02
600722,金牛化工,2026-03-05,2026-03-10,5,1900,13.15,12.46,-1311.0,20.33,-1331.33,-5.25
600759,洲际油气,2026-03-05,2026-03-13,8,4300,9.07,7.0,-8901.0,24.35,-8925.35,-22.82
600759,洲际油气,2026-03-05,2026-03-13,8,14100,8.72,7.0,-24252.0,78.17,-24330.17,-19.72
600759,洲际油气,2026-03-25,2026-03-31,6,9900,6.08,5.88,-1980.0,44.5,-2024.5,-3.29
600863,华能蒙电,2026-03-24,2026-03-25,1,4400,5.14,5.2,264.0,21.91,242.09,1.17
600879,航天电子,2026-03-18,2026-03-19,1,2300,22.63,22.58,-115.0,39.49,-154.49,-0.22
600935,华塑股份,2026-01-08,2026-01-09,1,9400,2.75,2.72,-282.0,23.3,-305.3,-1.09
600936,北投科技,2026-05-22,2026-05-28,6,8400,5.74,5.42,-2688.0,34.95,-2722.95,-5.57
600936,北投科技,2026-05-22,2026-05-29,7,8500,5.74,5.36,-3230.0,35.04,-3265.04,-6.62
600936,北投科技,2026-05-28,2026-05-29,1,500,5.37,5.36,-5.0,2.11,-7.11,-0.19
600936,北投科技,2026-05-28,2026-06-01,4,5800,5.37,5.18,-1102.0,23.84,-1125.84,-3.54
600936,北投科技,2026-05-28,2026-06-01,4,3200,5.44,5.18,-832.0,15.61,-847.61,-4.78
600936,北投科技,2026-06-02,2026-06-04,2,4400,5.9,6.29,1716.0,24.38,1691.62,6.61
600936,北投科技,2026-06-05,2026-06-09,4,6600,5.839,5.43,-2699.4,28.67,-2728.07,-7.0
600938,中国海油,2026-03-02,2026-03-03,1,1300,38.89,43.389,5848.7,42.12,5806.58,11.57
600938,中国海油,2026-03-13,2026-03-16,3,700,43.17,42.0,-819.0,23.81,-842.82,-2.71
600938,中国海油,2026-03-13,2026-03-16,3,500,41.97,42.0,15.0,15.95,-0.95,0.07
600938,中国海油,2026-03-13,2026-03-16,3,2600,41.97,41.26,-1846.0,81.75,-1927.75,-1.69
600986,浙文互联,2026-04-16,2026-04-17,1,5500,11.06,10.78,-1540.0,45.26,-1585.26,-2.53
600989,宝丰能源,2026-03-03,2026-03-04,1,600,28.56,27.56,-600.0,18.62,-618.62,-3.5
600989,宝丰能源,2026-03-10,2026-03-12,2,900,29.25,33.71,4014.0,23.9,3990.1,15.25
600989,宝丰能源,2026-03-10,2026-03-13,3,800,29.25,33.35,3280.0,19.85,3260.15,14.02
600989,宝丰能源,2026-03-10,2026-03-13,3,800,29.21,33.35,3312.0,22.05,3289.96,14.17
600989,宝丰能源,2026-03-20,2026-03-25,5,1900,31.11,30.23,-1672.0,43.86,-1715.86,-2.83
601016,节能风电,2026-03-25,2026-03-26,1,6100,5.13,5.61,2928.0,27.78,2900.22,9.36
601138,工业富联,2025-12-19,2025-12-24,5,400,58.39,65.49,2840.0,23.59,2816.41,12.16
601138,工业富联,2026-01-14,2026-01-15,1,1400,60.39,59.18,-1694.0,63.19,-1757.19,-2.0
601138,工业富联,2026-01-14,2026-01-15,1,1500,60.29,59.18,-1665.0,67.68,-1732.68,-1.84
601138,工业富联,2026-01-15,2026-01-16,1,2600,60.88,62.961,5410.6,123.71,5286.89,3.42
601138,工业富联,2026-01-20,2026-02-26,37,900,59.67,58.02,-1485.0,39.88,-1524.87,-2.77
601138,工业富联,2026-01-29,2026-02-26,28,100,58.0,58.02,2.0,4.96,-2.96,0.03
601138,工业富联,2026-01-29,2026-03-02,32,300,58.0,55.67,-699.0,14.45,-713.45,-4.02
601138,工业富联,2026-02-09,2026-03-02,21,700,55.69,55.67,-14.0,29.63,-43.63,-0.04
601138,工业富联,2026-02-09,2026-03-05,24,100,55.69,55.4,-29.0,8.56,-37.55,-0.52
601288,农业银行,2026-01-06,2026-01-08,2,5800,7.53,7.4,-754.0,32.73,-786.72,-1.73
601288,农业银行,2026-01-06,2026-01-12,6,5800,7.53,7.51,-116.0,33.14,-149.14,-0.27
601360,三六零,2026-05-08,2026-05-11,3,4300,11.91,11.68,-989.0,38.3,-1027.3,-1.93
601360,三六零,2026-05-08,2026-05-11,3,4900,11.78,11.68,-490.0,43.57,-533.57,-0.85
601698,中国卫通,2026-01-08,2026-01-09,1,900,44.88,47.63,2475.0,32.4,2442.6,6.13
601816,京沪高铁,2026-05-12,2026-05-13,1,800,5.15,5.05,-80.0,12.1,-92.1,-1.94
601869,长飞光纤,2026-06-10,2026-06-15,5,100,460.7,450.3,-1040.0,34.36,-1074.36,-2.26
601952,苏垦农发,2026-03-30,2026-03-31,1,800,10.97,10.8,-136.0,14.5,-150.5,-1.55
603017,中衡设计,2026-05-08,2026-05-11,3,3300,17.175,16.35,-2722.5,41.36,-2763.86,-4.8
603026,石大胜华,2026-03-23,2026-03-24,1,100,77.34,77.52,18.0,14.04,3.96,0.23
603026,石大胜华,2026-03-30,2026-03-31,1,200,94.79,88.56,-1246.0,19.23,-1265.23,-6.57
603083,剑桥科技,2025-11-21,2025-11-26,5,300,99.03,101.99,888.0,24.47,863.53,2.99
603083,剑桥科技,2025-11-21,2025-11-26,5,200,99.03,102.97,788.0,18.09,769.91,3.98
603083,剑桥科技,2026-01-20,2026-01-22,2,500,106.0,111.68,2840.0,42.07,2797.93,5.36
603083,剑桥科技,2026-01-22,2026-03-02,39,500,112.04,108.03,-2005.0,41.29,-2046.29,-3.58
603138,海量数据,2026-03-31,2026-04-01,1,1800,21.07,20.414,-1180.8,29.11,-1209.91,-3.11
603259,药明康德,2025-11-05,2025-11-13,8,300,94.91,96.65,522.0,23.49,498.51,1.83
603259,药明康德,2025-11-05,2025-12-24,49,200,94.91,90.57,-868.0,13.88,-881.88,-4.57
603259,药明康德,2025-11-17,2025-12-24,37,500,92.93,90.57,-1180.0,34.57,-1214.57,-2.54
603259,药明康德,2025-11-27,2025-12-24,27,500,91.62,90.57,-525.0,34.49,-559.49,-1.15
603259,药明康德,2025-11-27,2025-12-24,27,300,92.6,90.57,-609.0,22.4,-631.4,-2.19
603259,药明康德,2025-11-27,2025-12-24,27,200,92.51,90.57,-388.0,16.6,-404.6,-2.1
603259,药明康德,2026-03-17,2026-03-18,1,100,92.54,92.72,18.0,14.82,3.18,0.19
603399,永杉锂业,2026-05-29,2026-06-02,4,2600,18.16,17.04,-2912.0,34.05,-2946.05,-6.17
603477,巨星农牧,2026-04-07,2026-04-08,1,1300,18.18,17.69,-637.0,21.97,-658.97,-2.7
603626,科森科技,2026-04-07,2026-04-08,1,400,23.13,24.119,395.6,12.51,383.09,4.28
603626,科森科技,2026-04-07,2026-04-08,1,400,22.81,24.119,523.6,12.51,511.09,5.74
603659,璞泰来,2026-03-26,2026-03-27,1,800,34.98,34.59,-312.0,22.75,-334.75,-1.11
603659,璞泰来,2026-03-26,2026-03-31,5,1700,34.98,32.27,-4607.0,42.27,-4649.27,-7.75
603667,五洲新春,2026-03-04,2026-03-05,1,700,71.6,73.276,1173.2,38.84,1134.36,2.34
603703,盛洋科技,2026-06-16,2026-06-17,1,1000,12.27,12.22,-50.0,16.33,-66.33,-0.41
603757,大元泵业,2026-06-01,2026-06-02,1,400,58.49,57.48,-404.0,21.95,-425.95,-1.73
603778,国晟科技,2026-05-12,2026-05-13,1,2100,23.887,24.66,1623.3,39.15,1584.15,3.24
603778,国晟科技,2026-05-12,2026-05-13,1,2200,23.887,24.5,1348.6,40.81,1307.79,2.57
603803,瑞斯康达,2026-04-09,2026-04-14,5,3500,14.465,15.14,2362.5,39.96,2322.54,4.67
603803,瑞斯康达,2026-04-09,2026-04-14,5,1400,14.11,15.14,1442.0,18.55,1423.45,7.3
603986,兆易创新,2026-03-17,2026-03-23,6,100,302.0,279.3,-2270.0,24.55,-2294.55,-7.52
