date,time,code,name,action,qty,price,amount,fee,tax,other_fee,account,cost,side
2026-05-08,09:40:07,000007,全新好,证券买入,700,17.17,12019.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-08,09:43:22,605299,舒华体育,证券买入,400,26.26,10504.0,5.0,0.0,0.11,账户4,5.11,B
2026-05-08,09:43:22,605299,舒华体育,证券买入,500,26.26,13130.0,5.0,0.0,0.13,账户4,5.13,B
2026-05-08,11:08:20,600487,亨通光电,证券买入,100,76.72,7672.0,5.0,0.0,0.08,账户4,5.08,B
2026-05-08,11:08:20,600487,亨通光电,证券买入,100,76.72,7672.0,5.0,0.0,0.08,账户4,5.08,B
2026-05-08,13:16:04,601339,百隆东方,证券买入,2000,8.52,17040.0,5.0,0.0,0.17,账户4,5.17,B
2026-05-11,09:49:28,002484,江海股份,证券买入,500,44.44,22220.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,11:22:45,600251,冠农股份,证券卖出,1900,12.35,23465.0,5.0,11.73,0.23,账户4,16.96,S
2026-05-11,11:23:40,600487,亨通光电,证券卖出,200,75.23,15046.0,5.0,7.52,0.15,账户4,12.67,S
2026-05-11,11:25:05,601939,建设银行,证券卖出,2500,9.53,23825.0,5.0,11.92,0.24,账户4,17.16,S
2026-05-11,13:00:02,000063,中兴通讯,证券买入,100,39.13,3913.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:02,001896,豫能控股,证券买入,400,16.85,6740.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:03,603220,中贝通信,证券买入,200,31.27,6254.0,5.0,0.0,0.06,账户4,5.06,B
2026-05-11,13:00:04,002080,中材科技,证券买入,100,63.3,6330.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:05,000628,高新发展,证券买入,100,64.14,6414.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:06,002135,东南网架,证券买入,300,9.35,2805.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:06,002876,三利谱,证券买入,100,31.45,3145.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:06,002972,科安达,证券买入,200,13.34,2668.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-11,13:00:11,603897,长城科技,证券买入,100,56.23,5623.0,5.0,0.0,0.06,账户4,5.06,B
2026-05-11,13:00:12,601996,丰林集团,证券买入,2200,3.08,6776.0,5.0,0.0,0.06,账户4,5.06,B
2026-05-11,13:00:14,603002,宏昌电子,证券买入,400,15.43,6172.0,5.0,0.0,0.06,账户4,5.06,B
2026-05-11,13:00:16,603488,展鹏科技,证券买入,200,12.46,2492.0,5.0,0.0,0.02,账户4,5.02,B
2026-05-11,13:03:54,603527,众源新材,证券买入,200,13.58,2716.0,5.0,0.0,0.02,账户4,5.02,B
2026-05-11,13:12:25,002998,优彩资源,证券买入,300,10.0,3000.0,5.0,0.0,0.0,账户4,5.0,B
2026-05-12,10:14:08,002998,优彩资源,证券卖出,300,9.95,2985.0,5.0,1.49,0.0,账户4,6.49,S
2026-05-12,10:14:16,002972,科安达,证券卖出,200,13.34,2668.0,5.0,1.33,0.0,账户4,6.33,S
2026-05-12,10:14:24,002876,三利谱,证券卖出,100,30.59,3059.0,5.0,1.53,0.0,账户4,6.53,S
2026-05-12,10:15:00,603220,中贝通信,证券卖出,200,30.23,6046.0,5.0,3.02,0.06,账户4,8.08,S
2026-05-12,10:15:08,603002,宏昌电子,证券卖出,400,14.92,5968.0,5.0,3.0,0.04,账户4,8.04,S
2026-05-12,10:15:15,601996,丰林集团,证券卖出,2200,3.04,6688.0,5.0,3.34,0.07,账户4,8.41,S
2026-05-12,10:15:48,601339,百隆东方,证券卖出,4600,9.163,42150.0,5.0,21.08,0.42,账户4,26.5,S
2026-05-12,10:16:01,603269,海鸥股份,证券卖出,700,20.42,14294.0,5.0,7.15,0.14,账户4,12.290000000000001,S
2026-05-12,10:16:09,603488,展鹏科技,证券卖出,200,12.24,2448.0,5.0,1.22,0.02,账户4,6.239999999999999,S
2026-05-12,10:16:15,603527,众源新材,证券卖出,200,13.16,2632.0,5.0,1.32,0.02,账户4,6.34,S
2026-05-12,10:16:35,002135,东南网架,证券卖出,300,9.22,2766.0,5.0,1.38,0.0,账户4,6.38,S
2026-05-12,14:15:15,002484,江海股份,证券卖出,500,44.5,22250.0,5.0,11.13,0.0,账户4,16.130000000000003,S
2026-05-13,13:00:00,600234,科新发展,证券卖出,400,29.79,11916.0,5.0,5.96,0.12,账户4,11.08,S
2026-05-13,13:00:00,605376,博迁新材,证券卖出,100,130.31,13031.0,5.0,6.52,0.13,账户4,11.65,S
2026-05-13,13:00:01,603897,长城科技,证券卖出,100,54.92,5492.0,5.0,2.75,0.05,账户4,7.8,S
2026-05-13,13:00:01,605299,舒华体育,证券卖出,900,24.282,21854.0,5.0,10.91,0.2,账户4,16.11,S
2026-05-13,13:00:01,000063,中兴通讯,证券卖出,100,38.47,3847.0,5.0,1.92,0.0,账户4,6.92,S
2026-05-13,13:00:01,000007,全新好,证券卖出,1400,13.45,18830.0,5.0,9.42,0.0,账户4,14.42,S
2026-05-18,09:56:42,603598,引力传媒,证券买入,100,24.53,2453.0,5.0,0.0,0.02,账户4,5.02,B
2026-05-18,14:35:25,002080,中材科技,证券卖出,100,65.35,6535.0,5.0,3.27,0.0,账户4,8.27,S
2026-05-18,14:35:38,000628,高新发展,证券卖出,100,62.27,6227.0,5.0,3.11,0.0,账户4,8.11,S
2026-05-25,09:25:00,600637,东方明珠,证券买入,9900,11.39,112761.0,11.28,0.0,1.13,账户4,12.41,B
2026-05-25,13:45:15,000811,冰轮环境,证券卖出,400,35.15,14060.0,5.0,7.03,0.0,账户4,12.030000000000001,S
2026-06-04,10:40:41,001896,豫能控股,证券卖出,400,21.7,8680.0,5.0,4.35,0.0,账户4,9.35,S
2026-06-04,10:40:49,603598,引力传媒,证券卖出,100,21.3,2130.0,5.0,1.07,0.02,账户4,6.09,S
2026-06-04,10:40:55,600637,东方明珠,证券卖出,9900,9.15,90585.0,9.06,45.29,0.91,账户4,55.26,S
2026-06-04,10:41:00,600338,西藏珠峰,证券卖出,4500,17.13,77085.0,7.71,38.55,0.77,账户4,47.03,S
2026-06-15,14:40:07,002171,楚江新材,证券买入,3100,13.82,42842.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-15,14:40:09,603703,盛洋科技,证券买入,3600,11.852,42667.0,5.0,0.0,0.41,账户4,5.41,B
2026-06-15,14:40:10,002876,三利谱,证券买入,1400,31.33,43862.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-15,14:40:12,600171,上海贝岭,证券买入,1600,27.13,43408.0,5.0,0.0,0.43,账户4,5.43,B
2026-06-16,09:56:37,002938,鹏鼎控股,证券买入,100,106.31,10631.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,09:59:43,603920,世运电路,证券买入,200,58.68,11736.0,5.0,0.0,0.12,账户4,5.12,B
2026-06-16,10:00:34,600584,长电科技,证券买入,200,75.53,15106.0,5.0,0.0,0.15,账户4,5.15,B
2026-06-16,10:00:50,002536,飞龙股份,证券买入,300,46.12,13836.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,10:03:36,002079,苏州固锝,证券买入,1100,12.577,13835.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,10:15:35,002409,雅克科技,证券买入,100,141.53,14153.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,10:24:37,002156,通富微电,证券买入,200,63.0,12600.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,10:27:53,603703,盛洋科技,证券买入,1000,12.308,12308.0,5.0,0.0,0.11,账户4,5.11,B
2026-06-16,10:34:08,605258,协和电子,证券买入,300,36.45,10935.0,5.0,0.0,0.11,账户4,5.11,B
2026-06-16,10:50:29,603703,盛洋科技,证券卖出,1300,12.33,16029.0,5.0,8.01,0.16,账户4,13.17,S
2026-06-16,10:53:00,002876,三利谱,证券买入,400,32.21,12884.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,10:53:02,600118,中国卫星,证券买入,200,77.0,15400.0,5.0,0.0,0.15,账户4,5.15,B
2026-06-16,10:57:44,600171,上海贝岭,证券买入,500,27.73,13865.0,5.0,0.0,0.14,账户4,5.14,B
2026-06-16,13:00:00,002171,楚江新材,证券卖出,900,14.24,12816.0,5.0,6.41,0.0,账户4,11.41,S
2026-06-16,13:00:58,002171,楚江新材,证券买入,600,14.28,8568.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-16,13:18:46,600879,航天电子,证券买入,700,20.33,14231.0,5.0,0.0,0.14,账户4,5.14,B
2026-06-16,13:41:47,002428,云南锗业,证券买入,100,103.59,10359.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-17,09:30:56,603703,盛洋科技,证券卖出,900,12.42,11178.0,5.0,5.59,0.11,账户4,10.7,S
2026-06-17,09:33:57,002079,苏州固锝,证券卖出,300,13.2,3960.0,5.0,1.98,0.0,账户4,6.98,S
2026-06-17,09:37:02,000636,风华高科,证券买入,200,71.89,14378.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-17,09:37:29,002079,苏州固锝,证券买入,200,13.15,2630.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-17,09:37:35,603703,盛洋科技,证券买入,700,12.39,8673.0,5.0,0.0,0.08,账户4,5.08,B
2026-06-17,09:43:26,002876,三利谱,证券卖出,500,32.48,16240.0,5.0,8.12,0.0,账户4,13.12,S
2026-06-17,10:33:47,600118,中国卫星,证券卖出,200,76.86,15372.0,5.0,7.69,0.15,账户4,12.840000000000002,S
2026-06-17,10:33:54,600171,上海贝岭,证券卖出,2100,27.809,58399.0,5.84,29.2,0.59,账户4,35.63,S
2026-06-17,10:34:00,600584,长电科技,证券卖出,200,81.69,16338.0,5.0,8.17,0.16,账户4,13.33,S
2026-06-17,10:34:07,600879,航天电子,证券卖出,700,20.4,14280.0,5.0,7.14,0.14,账户4,12.280000000000001,S
2026-06-17,10:34:22,605258,协和电子,证券卖出,300,37.54,11262.0,5.0,5.63,0.11,账户4,10.739999999999998,S
2026-06-17,10:34:28,603920,世运电路,证券卖出,200,61.515,12303.0,5.0,6.16,0.12,账户4,11.28,S
2026-06-17,10:34:40,002876,三利谱,证券卖出,1300,32.49,42237.0,5.0,21.12,0.0,账户4,26.12,S
2026-06-17,10:34:52,002156,通富微电,证券卖出,200,65.65,13130.0,5.0,6.57,0.0,账户4,11.57,S
2026-06-17,10:35:32,002079,苏州固锝,证券卖出,800,13.19,10552.0,5.0,5.28,0.0,账户4,10.280000000000001,S
2026-06-17,10:35:50,002536,飞龙股份,证券卖出,300,44.89,13467.0,5.0,6.73,0.0,账户4,11.73,S
2026-06-17,10:43:35,002409,雅克科技,证券卖出,100,145.82,14582.0,5.0,7.29,0.0,账户4,12.29,S
2026-06-17,11:08:14,002171,楚江新材,证券卖出,800,14.41,11528.0,5.0,5.76,0.0,账户4,10.76,S
2026-06-17,11:09:46,002171,楚江新材,证券买入,600,14.4,8640.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-17,13:48:33,002171,楚江新材,证券卖出,300,14.99,4497.0,5.0,2.25,0.0,账户4,7.25,S
2026-06-17,14:16:03,002935,天奥电子,证券买入,3800,22.0,83600.0,8.36,0.0,0.0,账户4,8.36,B
2026-06-17,14:17:29,600111,北方稀土,证券买入,1600,50.21,80336.0,8.03,0.0,0.8,账户4,8.83,B
2026-06-17,14:21:30,603678,火炬电子,证券买入,300,69.05,20715.0,5.0,0.0,0.21,账户4,5.21,B
2026-06-17,14:43:42,002428,云南锗业,证券卖出,100,98.7,9870.0,5.0,4.94,0.0,账户4,9.940000000000001,S
2026-06-18,09:30:42,603703,盛洋科技,证券卖出,900,12.18,10962.0,5.0,5.48,0.11,账户4,10.59,S
2026-06-18,09:30:54,002171,楚江新材,证券卖出,600,14.84,8904.0,5.0,4.45,0.0,账户4,9.45,S
2026-06-18,09:33:36,002409,雅克科技,证券买入,100,145.0,14500.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-18,09:33:50,603703,盛洋科技,证券买入,600,12.02,7212.0,5.0,0.0,0.08,账户4,5.08,B
2026-06-18,09:36:36,000636,风华高科,证券买入,300,73.62,22086.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-18,09:36:49,002171,楚江新材,证券卖出,300,15.12,4536.0,5.0,2.27,0.0,账户4,7.27,S
2026-06-18,09:45:41,603703,盛洋科技,证券卖出,300,12.23,3669.0,5.0,1.83,0.03,账户4,6.86,S
2026-06-18,09:48:41,600111,北方稀土,证券卖出,400,52.18,20872.0,5.0,10.44,0.21,账户4,15.65,S
2026-06-18,10:00:41,600111,北方稀土,证券买入,300,52.95,15885.0,5.0,0.0,0.16,账户4,5.16,B
2026-06-18,10:24:41,603678,火炬电子,证券买入,300,69.28,20784.0,5.0,0.0,0.21,账户4,5.21,B
2026-06-18,14:37:40,002935,天奥电子,证券卖出,3800,21.614,82134.0,8.21,41.05,0.0,账户4,49.26,S
2026-06-18,14:38:05,002171,楚江新材,证券卖出,1400,15.5,21700.0,5.0,10.86,0.0,账户4,15.86,S
2026-06-18,14:40:31,002079,苏州固锝,证券卖出,200,13.72,2744.0,5.0,1.37,0.0,账户4,6.37,S
2026-06-18,14:43:43,002171,楚江新材,证券买入,1400,15.49,21686.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-18,14:43:53,002938,鹏鼎控股,证券卖出,100,120.46,12046.0,5.0,6.02,0.0,账户4,11.02,S
2026-06-22,09:25:00,600111,北方稀土,证券卖出,1500,52.0,78000.0,7.8,39.0,0.78,账户4,47.58,S
2026-06-22,09:25:01,603703,盛洋科技,证券卖出,2500,11.94,29850.0,5.0,14.93,0.3,账户4,20.23,S
2026-06-22,09:47:15,002290,禾盛新材,证券买入,500,89.0,44500.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-22,10:05:08,002290,禾盛新材,证券买入,200,89.31,17862.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-22,10:05:10,002171,楚江新材,证券卖出,400,15.72,6288.0,5.0,3.14,0.0,账户4,8.14,S
2026-06-22,10:06:09,002171,楚江新材,证券买入,300,15.71,4713.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-22,10:27:11,002171,楚江新材,证券卖出,100,16.09,1609.0,5.0,0.8,0.0,账户4,5.8,S
2026-06-22,10:48:09,600522,中天科技,证券买入,300,58.62,17586.0,5.0,0.0,0.18,账户4,5.18,B
2026-06-22,11:24:54,603678,火炬电子,证券卖出,600,63.34,38004.0,5.0,19.01,0.37,账户4,24.380000000000003,S
2026-06-22,13:00:00,600522,中天科技,证券买入,700,58.83,41181.0,5.0,0.0,0.41,账户4,5.41,B
2026-06-22,13:00:01,002171,楚江新材,证券买入,2400,16.13,38712.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-22,13:24:33,603019,中科曙光,证券买入,500,87.492,43746.0,5.0,0.0,0.44,账户4,5.44,B
2026-06-22,13:24:33,002409,雅克科技,证券买入,300,160.717,48215.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-22,13:39:12,002409,雅克科技,证券卖出,100,162.55,16255.0,5.0,8.13,0.0,账户4,13.13,S
2026-06-23,09:30:18,002171,楚江新材,证券买入,1000,16.02,16020.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-23,09:36:18,603019,中科曙光,证券卖出,100,90.49,9049.0,5.0,4.52,0.09,账户4,9.61,S
2026-06-23,09:39:18,603019,中科曙光,证券买入,100,90.1,9010.0,5.0,0.0,0.09,账户4,5.09,B
2026-06-23,09:42:17,600522,中天科技,证券买入,300,61.44,18432.0,5.0,0.0,0.18,账户4,5.18,B
2026-06-23,10:27:18,002290,禾盛新材,证券买入,100,89.49,8949.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-23,11:22:27,603019,中科曙光,证券买入,1000,88.87,88870.0,8.89,0.0,0.9,账户4,9.790000000000001,B
2026-06-23,11:23:34,600522,中天科技,证券卖出,300,62.74,18822.0,5.0,9.41,0.19,账户4,14.6,S
2026-06-23,11:24:14,603019,中科曙光,证券卖出,200,88.79,17758.0,5.0,8.88,0.18,账户4,14.06,S
2026-06-23,11:24:30,603019,中科曙光,证券卖出,200,88.76,17752.0,5.0,8.88,0.18,账户4,14.06,S
2026-06-23,11:24:43,600522,中天科技,证券买入,1000,62.15,62150.0,6.22,0.0,0.62,账户4,6.84,B
2026-06-23,14:14:18,000636,风华高科,证券卖出,500,70.27,35135.0,5.0,17.57,0.0,账户4,22.57,S
2026-06-23,14:14:19,002171,楚江新材,证券卖出,1300,14.93,19409.0,5.0,9.71,0.0,账户4,14.71,S
2026-06-24,14:23:20,002171,楚江新材,证券买入,900,15.18,13662.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-26,14:27:09,002409,雅克科技,证券卖出,300,190.42,57126.0,5.71,28.56,0.0,账户4,34.269999999999996,S
2026-06-26,14:45:29,002171,楚江新材,证券买入,3300,14.42,47586.0,5.0,0.0,0.0,账户4,5.0,B
2026-06-29,09:57:52,600522,中天科技,证券买入,800,59.947,47958.0,5.0,0.0,0.48,账户4,5.48,B
2026-06-29,14:09:20,002290,禾盛新材,证券卖出,800,83.205,66564.0,6.66,33.28,0.0,账户4,39.94,S
2026-06-29,14:10:02,603019,中科曙光,证券买入,700,96.62,67634.0,6.76,0.0,0.68,账户4,7.4399999999999995,B
2026-06-29,15:00:01,603019,中科曙光,证券卖出,400,97.48,38992.0,5.0,19.5,0.39,账户4,24.89,S
2026-07-01,13:08:19,000063,中兴通讯,证券买入,1000,37.32,37320.0,5.0,0.0,0.0,账户4,5.0,B
2026-07-01,13:43:22,002171,楚江新材,证券卖出,7500,13.5,101250.0,10.13,50.63,0.0,账户4,60.760000000000005,S
2026-07-01,14:03:22,603019,中科曙光,证券买入,1000,102.29,102290.0,10.23,0.0,1.01,账户4,11.24,B
