code,name,buy_date,sell_date,buy_price,sell_price,qty,pnl,ret,hold_days,buy_fee,sell_fee,mfe,mae,pullback60,ma20_slope,ret10_prior,above_ma20,post5,post10,max_post10,min_post10,gave_back,exit_class,entry_class
2423,中粮资本,2026-03-16,2026-03-17,11.31,10.97,1000,-355.72,-0.0300618921308576,1,5.119999999999999,10.6,0.01591511936339529,-0.03183023872679058,-0.09736632083000785,-0.013761467889908285,-0.0376007162041182,True,-0.003646308113035679,-0.05104831358249773,0.09298085688240643,-0.05378304466727435,0.04597701149425289,恐慌止损(卖后反弹),顺势/平台
2428,云南锗业,2026-03-25,2026-03-26,49.13,46.66,700,-1769.7400000000036,-0.050274781192754,1,12.52,28.22,0.0,-0.061876653775697066,0.0026530612244899388,0.10681536555142501,-0.029130434782608794,True,0.018002571795970868,0.21710244320617234,0.2751821688812688,-0.038148306900985696,0.050274781192754,恐慌止损(卖后反弹),顺势/平台
2446,盛路通信,2026-07-01,2026-07-02,11.39,11.04,12300,-4473.360000000001,-0.0307287093942055,1,51.010000000000005,117.35000000000002,0.01843722563652328,-0.03863037752414411,-0.06792144026186575,0.12578616352201277,-0.0875106202209005,True,-0.07789855072463758,-0.07789855072463758,0.025362318840579823,-0.08514492753623182,0.04916593503072878,止损正确(卖后继续跌),顺势/平台
2456,欧菲光,2025-08-21,2025-08-22,12.71,13.22,1600,681.99,0.040125885129819,1,60.5,73.51,0.057435090479937,-0.010228166797797034,-0.04722638680659663,0.15082824760244096,0.13013698630136994,True,0.0022692889561271024,-0.021936459909228545,0.09833585476550666,-0.07337367624810898,0.017309205350117998,过早止盈(卖后继续大涨),顺势/平台
2456,欧菲光,2025-08-21,2025-08-22,12.7,13.22,1600,698.03,0.0409448818897638,1,60.459999999999994,73.51,0.058267716535433056,-0.009448818897637712,-0.04797601199400303,0.15082824760244096,0.13013698630136994,True,0.0022692889561271024,-0.021936459909228545,0.09833585476550666,-0.07337367624810898,0.017322834645669256,过早止盈(卖后继续大涨),顺势/平台
2456,欧菲光,2026-07-02,2026-07-06,9.65,9.08,14100,-8197.15,-0.0590673575129533,4,49.54,110.61,0.04663212435233155,-0.07046632124352326,-0.05577299412915848,-0.03258655804480659,-0.012474012474012364,True,-0.033039647577092546,-0.033039647577092546,0.02422907488986792,-0.045154185022026394,0.10569948186528486,止损过晚(死扛),顺势/平台
2463,沪电股份,2025-11-14,2025-11-26,62.18,70.29,700,5618.6350000000075,0.1304277902862657,12,15.855,42.51,0.18446445802508848,-0.042135734963010596,-0.26370633510953234,0.004519245753467294,-0.09160090191657277,False,0.017783468487693854,0.03272158201735653,0.07383696116090488,-0.0365628112106986,0.05403666773882279,盈利持有合理,高位回落接盘
2463,沪电股份,2025-11-14,2025-11-26,62.18,71.37,100,908.095,0.1477967192023159,12,2.265000000000001,8.639999999999999,0.18446445802508848,-0.042135734963010596,-0.26370633510953234,0.004519245753467294,-0.09160090191657277,False,0.0023819532016253753,0.017094017094017033,0.05758722152164775,-0.05114193638783815,0.03666773882277258,盈利持有合理,高位回落接盘
2471,中超控股,2026-05-08,2026-05-11,8.74,8.81,8200,485.49,0.0080091533180778,3,26.1,62.41,0.029748283752860427,-0.04233409610983996,-0.19595216191352338,-0.01942857142857146,-0.1218014329580348,False,-0.09421112372304197,-0.11010215664018164,0.015891032917139558,-0.1362088535754824,0.02173913043478263,盈利持有合理,下降通道抄底
2475,立讯精密,2025-10-17,2025-10-21,55.78,60.57,200,941.71,0.0858730727859447,4,5.11,11.18,0.12710648978128347,-0.006812477590534272,-0.22742382271468142,0.11909262759924388,-0.13878382310154191,False,0.06752517748060094,-0.0004952947003467045,0.11408287931319139,-0.03780749545979856,0.041233416995338765,过早止盈(卖后继续大涨),高位回落接盘
