ts_code,ann_date,holder_name,holder_type,in_de,change_vol,change_ratio,after_share,after_ratio,avg_price,total_share
688328.SH,20260804,林广满,G,IN,179741.0,0.1903,,,,602009.0
600365.SH,20260804,通化盛科信息科技有限公司,C,IN,977600.0,0.2288,977600.0,0.2288,,977600.0
688720.SH,20260804,向文胜,G,IN,15000.0,0.0192,,,,465000.0
920163.BJ,20260804,张伟,G,IN,18000.0,0.0297,,,9.7923,152000.0
688328.SH,20260804,林广满,G,IN,179741.0,0.1903,,,,602009.0
600365.SH,20260804,通化盛科信息科技有限公司,C,IN,977600.0,0.2288,977600.0,0.2288,,977600.0
688720.SH,20260804,向文胜,G,IN,15000.0,0.0192,,,,465000.0
920163.BJ,20260804,张伟,G,IN,18000.0,0.0297,,,9.7923,152000.0
688328.SH,20260804,林广满,G,IN,179741.0,0.1903,,,,602009.0
600365.SH,20260804,通化盛科信息科技有限公司,C,IN,977600.0,0.2288,977600.0,0.2288,,977600.0
688720.SH,20260804,向文胜,G,IN,15000.0,0.0192,,,,465000.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,,9489666.0
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,,,2.8111,1784000.0
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,,,2.16,159600.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,1.6031,17.3392,50750740.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,1.6031,17.3392,50750740.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,,,17.3392,50750740.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,2411300.0,0.0621,803914577.0,20.7114,82.7082,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,,138463149.0
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,,604202922.0
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,,2367866563.0
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,,15000.0
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,,13175275.0
600197.SH,20260811,新疆伊力特集团有限公司,C,IN,4378200.0,0.9253,208427627.0,44.0488,,208427627.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
600197.SH,20260811,新疆伊力特集团有限公司,C,IN,4378200.0,0.9253,208427627.0,44.0488,,208427627.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
600197.SH,20260811,新疆伊力特集团有限公司,C,IN,4378200.0,0.9253,208427627.0,44.0488,,208427627.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
600197.SH,20260811,新疆伊力特集团有限公司,C,IN,4378200.0,0.9253,208427627.0,44.0488,,208427627.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
600197.SH,20260811,新疆伊力特集团有限公司,C,IN,4378200.0,0.9253,208427627.0,44.0488,,208427627.0
002870.SZ,20260811,宁波均胜电子股份有限公司,C,IN,140000.0,0.1094,39621600.0,30.9729,28.9148,39621600.0
603328.SH,20260811,四川九洲投资控股集团有限公司,C,IN,3299976.0,0.3305,302832795.0,30.3305,11.4675,302832795.0
